Date,Open,High,Low,Close,Volume,Delta,DeltaDelta,,Delta 20,DD 20,Delta 19,DD 19,Delta 18,DD 18,Delta 17,DD 17,Delta 16,DD 16,Delta 15,DD 15,Delta 14,DD 14,Delta 13,DD 13,Delta 12,DD 12,Delta 11,DD 11,Delta 10,DD 10,Delta 9,DD 9,Delta 8,DD 8,Delta 7,DD 7,Delta 6,DD 6,Delta 5,DD 5,Delta 4,DD 4,Delta 3,DD 3,Delta 2,DD 2,Delta 1,DD 1,Trend
01.02.2017 05:00:00.000 GMT+0700,1.07972,1.08073,1.0731,1.07681,244311.7493,-0.00290999999999997,-0.0131699999999999,,0.00838000000000005,0.01319,0.01169,0.00330999999999992,-0.00763000000000003,-0.01932,0.00426000000000015,0.0118900000000002,-0.0018800000000001,-0.00614000000000026,0.00274,0.00462,0.00299,0.00025,0.00299,0.00000,-0.00053,-0.00352,0.01149,0.01202,-0.00833,-0.01982,0.00341,0.01174,0.00360,0.00019,0.00607,0.00247,-0.00325,-0.00932,0.00161,0.00486,-0.00642999999999994,-0.00803999999999983,0.00131999999999999,0.00774999999999992,-0.00265000000000004,-0.00397000000000003,0.0102599999999999,0.01291,-1
02.02.2017 05:00:00.000 GMT+0700,1.07686,1.08288,1.0756,1.07578,244494.18,-0.00107999999999997,0.00183,,0.01169,0.00330999999999992,-0.00763000000000003,-0.01932,0.00426000000000015,0.0118900000000002,-0.0018800000000001,-0.00614000000000026,0.00273999999999996,0.00462000000000007,0.00299,0.00025,0.00299,0.00000,-0.00053,-0.00352,0.01149,0.01202,-0.00833,-0.01982,0.00341,0.01174,0.00360,0.00019,0.00607,0.00247,-0.00325,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00131999999999999,0.00774999999999992,-0.00265000000000004,-0.00397000000000003,0.0102599999999999,0.01291,-0.00290999999999997,-0.0131699999999999,-1
03.02.2017 05:00:00.000 GMT+0700,1.07575,1.07975,1.07115,1.07818,233628.4015,0.00242999999999993,0.0035099999999999,,-0.00763000000000003,-0.01932,0.00426000000000015,0.0118900000000002,-0.0018800000000001,-0.00614000000000026,0.00273999999999996,0.00462000000000007,0.00298999999999983,0.000249999999999861,0.00299,0.00000,-0.00053,-0.00352,0.01149,0.01202,-0.00833,-0.01982,0.00341,0.01174,0.00360,0.00019,0.00607,0.00247,-0.00325,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00132,0.00775,-0.00265000000000004,-0.00397000000000003,0.0102599999999999,0.01291,-0.00290999999999997,-0.0131699999999999,-0.00107999999999997,0.00183,1
06.02.2017 05:00:00.000 GMT+0700,1.07896,1.07915,1.07059,1.07494,221099.2716,-0.00401999999999991,-0.00644999999999985,,0.00426000000000015,0.0118900000000002,-0.0018800000000001,-0.00614000000000026,0.00273999999999996,0.00462000000000007,0.00298999999999983,0.000249999999999861,0.00299000000000005,2.22044604925031E-16,-0.00053,-0.00352,0.01149,0.01202,-0.00833,-0.01982,0.00341,0.01174,0.00360,0.00019,0.00607,0.00247,-0.00325,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00132,0.00775,-0.00265,-0.00397,0.0102599999999999,0.01291,-0.00290999999999997,-0.0131699999999999,-0.00107999999999997,0.00183,0.00242999999999993,0.0035099999999999,-1
07.02.2017 05:00:00.000 GMT+0700,1.07502,1.07506,1.06561,1.0683,231860.9483,-0.00672000000000006,-0.00270000000000015,,-0.0018800000000001,-0.00614000000000026,0.00273999999999996,0.00462000000000007,0.00298999999999983,0.000249999999999861,0.00299000000000005,2.22044604925031E-16,-0.000529999999999919,-0.00351999999999997,0.01149,0.01202,-0.00833,-0.01982,0.00341,0.01174,0.00360,0.00019,0.00607,0.00247,-0.00325,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00132,0.00775,-0.00265,-0.00397,0.01026,0.01291,-0.00290999999999997,-0.0131699999999999,-0.00107999999999997,0.00183,0.00242999999999993,0.0035099999999999,-0.00401999999999991,-0.00644999999999985,-1
08.02.2017 05:00:00.000 GMT+0700,1.06832,1.07139,1.06407,1.06983,238445.5599,0.00151000000000012,0.00823000000000018,,0.00273999999999996,0.00462000000000007,0.00298999999999983,0.000249999999999861,0.00299000000000005,2.22044604925031E-16,-0.000529999999999919,-0.00351999999999997,0.01149,0.0120199999999999,-0.00833,-0.01982,0.00341,0.01174,0.00360,0.00019,0.00607,0.00247,-0.00325,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00132,0.00775,-0.00265,-0.00397,0.01026,0.01291,-0.00291,-0.01317,-0.00107999999999997,0.00183,0.00242999999999993,0.0035099999999999,-0.00401999999999991,-0.00644999999999985,-0.00672000000000006,-0.00270000000000015,1
09.02.2017 05:00:00.000 GMT+0700,1.0698,1.07095,1.06509,1.06545,233800.9467,-0.00435000000000008,-0.0058600000000002,,0.00298999999999983,0.000249999999999861,0.00299000000000005,2.22044604925031E-16,-0.000529999999999919,-0.00351999999999997,0.01149,0.0120199999999999,-0.00833000000000017,-0.0198200000000002,0.00341,0.01174,0.00360,0.00019,0.00607,0.00247,-0.00325,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00132,0.00775,-0.00265,-0.00397,0.01026,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00242999999999993,0.0035099999999999,-0.00401999999999991,-0.00644999999999985,-0.00672000000000006,-0.00270000000000015,0.00151000000000012,0.00823000000000018,-1
10.02.2017 05:00:00.000 GMT+0700,1.06545,1.06677,1.06077,1.06397,243459.7512,-0.00147999999999993,0.00287000000000015,,0.00299000000000005,2.22044604925031E-16,-0.000529999999999919,-0.00351999999999997,0.01149,0.0120199999999999,-0.00833000000000017,-0.0198200000000002,0.00341000000000014,0.0117400000000003,0.00360,0.00019,0.00607,0.00247,-0.00325,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00132,0.00775,-0.00265,-0.00397,0.01026,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00243,0.00351,-0.00401999999999991,-0.00644999999999985,-0.00672000000000006,-0.00270000000000015,0.00151000000000012,0.00823000000000018,-0.00435000000000008,-0.0058600000000002,-1
13.02.2017 05:00:00.000 GMT+0700,1.06285,1.06585,1.0592,1.05979,199877.7307,-0.00306000000000006,-0.00158000000000014,,-0.000529999999999919,-0.00351999999999997,0.01149,0.0120199999999999,-0.00833000000000017,-0.0198200000000002,0.00341000000000014,0.0117400000000003,0.00360000000000005,0.000189999999999912,0.00607,0.00247,-0.00325,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00132,0.00775,-0.00265,-0.00397,0.01026,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672000000000006,-0.00270000000000015,0.00151000000000012,0.00823000000000018,-0.00435000000000008,-0.0058600000000002,-0.00147999999999993,0.00287000000000015,-1
14.02.2017 05:00:00.000 GMT+0700,1.05975,1.06333,1.05608,1.05774,219755.6311,-0.00201000000000007,0.00105,,0.01149,0.0120199999999999,-0.00833000000000017,-0.0198200000000002,0.00341000000000014,0.0117400000000003,0.00360000000000005,0.000189999999999912,0.00607000000000002,0.00246999999999997,-0.00325,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00132,0.00775,-0.00265,-0.00397,0.01026,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672,-0.00270,0.00151000000000012,0.00823000000000018,-0.00435000000000008,-0.0058600000000002,-0.00147999999999993,0.00287000000000015,-0.00306000000000006,-0.00158000000000014,-1
15.02.2017 05:00:00.000 GMT+0700,1.05774,1.06092,1.05214,1.05999,238988.1102,0.00225000000000009,0.00426000000000015,,-0.00833000000000017,-0.0198200000000002,0.00341000000000014,0.0117400000000003,0.00360000000000005,0.000189999999999912,0.00607000000000002,0.00246999999999997,-0.00324999999999998,-0.00932,0.00161,0.00486,-0.00643,-0.00804,0.00132,0.00775,-0.00265,-0.00397,0.01026,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672,-0.00270,0.00151,0.00823,-0.00435000000000008,-0.0058600000000002,-0.00147999999999993,0.00287000000000015,-0.00306000000000006,-0.00158000000000014,-0.00201000000000007,0.00105,1
16.02.2017 05:00:00.000 GMT+0700,1.05998,1.06794,1.05911,1.06733,246289.7109,0.00734999999999997,0.00509999999999988,,0.00341000000000014,0.0117400000000003,0.00360000000000005,0.000189999999999912,0.00607000000000002,0.00246999999999997,-0.00324999999999998,-0.00932,0.00160999999999989,0.00485999999999986,-0.00643,-0.00804,0.00132,0.00775,-0.00265,-0.00397,0.01026,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672,-0.00270,0.00151,0.00823,-0.00435,-0.00586,-0.00147999999999993,0.00287000000000015,-0.00306000000000006,-0.00158000000000014,-0.00201000000000007,0.00105,0.00225000000000009,0.00426000000000015,1
17.02.2017 05:00:00.000 GMT+0700,1.06733,1.06767,1.06054,1.06114,209979.8484,-0.00618999999999992,-0.0135399999999999,,0.00360000000000005,0.000189999999999912,0.00607000000000002,0.00246999999999997,-0.00324999999999998,-0.00932,0.00160999999999989,0.00485999999999986,-0.00642999999999994,-0.00803999999999983,0.00132,0.00775,-0.00265,-0.00397,0.01026,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672,-0.00270,0.00151,0.00823,-0.00435,-0.00586,-0.00148,0.00287,-0.00306000000000006,-0.00158000000000014,-0.00201000000000007,0.00105,0.00225000000000009,0.00426000000000015,0.00734999999999997,0.00509999999999988,-1
20.02.2017 05:00:00.000 GMT+0700,1.06075,1.06329,1.06031,1.06108,145367.7991,0.000329999999999941,0.00651999999999986,,0.00607000000000002,0.00246999999999997,-0.00324999999999998,-0.00932,0.00160999999999989,0.00485999999999986,-0.00642999999999994,-0.00803999999999983,0.00131999999999999,0.00774999999999992,-0.00265,-0.00397,0.01026,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672,-0.00270,0.00151,0.00823,-0.00435,-0.00586,-0.00148,0.00287,-0.00306,-0.00158,-0.00201000000000007,0.00105,0.00225000000000009,0.00426000000000015,0.00734999999999997,0.00509999999999988,-0.00618999999999992,-0.0135399999999999,1
21.02.2017 05:00:00.000 GMT+0700,1.06108,1.0615,1.05258,1.05366,226059.8792,-0.00741999999999998,-0.00774999999999992,,-0.00324999999999998,-0.00932,0.00160999999999989,0.00485999999999986,-0.00642999999999994,-0.00803999999999983,0.00131999999999999,0.00774999999999992,-0.00265000000000004,-0.00397000000000003,0.01026,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672,-0.00270,0.00151,0.00823,-0.00435,-0.00586,-0.00148,0.00287,-0.00306,-0.00158,-0.00201,0.00105,0.00225000000000009,0.00426000000000015,0.00734999999999997,0.00509999999999988,-0.00618999999999992,-0.0135399999999999,0.000329999999999941,0.00651999999999986,-1
22.02.2017 05:00:00.000 GMT+0700,1.05366,1.0574,1.04938,1.05573,270228.0203,0.00207000000000002,0.00949,,0.00160999999999989,0.00485999999999986,-0.00642999999999994,-0.00803999999999983,0.00131999999999999,0.00774999999999992,-0.00265000000000004,-0.00397000000000003,0.0102599999999999,0.01291,-0.00291,-0.01317,-0.00108,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672,-0.00270,0.00151,0.00823,-0.00435,-0.00586,-0.00148,0.00287,-0.00306,-0.00158,-0.00201,0.00105,0.00225,0.00426,0.00734999999999997,0.00509999999999988,-0.00618999999999992,-0.0135399999999999,0.000329999999999941,0.00651999999999986,-0.00741999999999998,-0.00774999999999992,1
23.02.2017 05:00:00.000 GMT+0700,1.05568,1.05952,1.05376,1.05815,239946.8983,0.00246999999999997,0.000399999999999956,,-0.00642999999999994,-0.00803999999999983,0.00131999999999999,0.00774999999999992,-0.00265000000000004,-0.00397000000000003,0.0102599999999999,0.01291,-0.00290999999999997,-0.0131699999999999,-0.00108,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672,-0.00270,0.00151,0.00823,-0.00435,-0.00586,-0.00148,0.00287,-0.00306,-0.00158,-0.00201,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00618999999999992,-0.0135399999999999,0.000329999999999941,0.00651999999999986,-0.00741999999999998,-0.00774999999999992,0.00207000000000002,0.00949,1
24.02.2017 05:00:00.000 GMT+0700,1.05817,1.06179,1.05565,1.05595,239719.358,-0.00222000000000011,-0.00469000000000008,,0.00131999999999999,0.00774999999999992,-0.00265000000000004,-0.00397000000000003,0.0102599999999999,0.01291,-0.00290999999999997,-0.0131699999999999,-0.00107999999999997,0.00183,0.00243,0.00351,-0.00402,-0.00645,-0.00672,-0.00270,0.00151,0.00823,-0.00435,-0.00586,-0.00148,0.00287,-0.00306,-0.00158,-0.00201,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00619,-0.01354,0.000329999999999941,0.00651999999999986,-0.00741999999999998,-0.00774999999999992,0.00207000000000002,0.00949,0.00246999999999997,0.000399999999999956,-1
27.02.2017 05:00:00.000 GMT+0700,1.05637,1.06306,1.05515,1.05859,224388.3294,0.00221999999999989,0.00444,,-0.00265000000000004,-0.00397000000000003,0.0102599999999999,0.01291,-0.00290999999999997,-0.0131699999999999,-0.00107999999999997,0.00183,0.00242999999999993,0.0035099999999999,-0.00402,-0.00645,-0.00672,-0.00270,0.00151,0.00823,-0.00435,-0.00586,-0.00148,0.00287,-0.00306,-0.00158,-0.00201,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00619,-0.01354,0.00033,0.00652,-0.00741999999999998,-0.00774999999999992,0.00207000000000002,0.00949,0.00246999999999997,0.000399999999999956,-0.00222000000000011,-0.00469000000000008,1
28.02.2017 05:00:00.000 GMT+0700,1.05866,1.06301,1.05693,1.05762,255313.4808,-0.00103999999999993,-0.00325999999999982,,0.0102599999999999,0.01291,-0.00290999999999997,-0.0131699999999999,-0.00107999999999997,0.00183,0.00242999999999993,0.0035099999999999,-0.00401999999999991,-0.00644999999999985,-0.00672,-0.00270,0.00151,0.00823,-0.00435,-0.00586,-0.00148,0.00287,-0.00306,-0.00158,-0.00201,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00619,-0.01354,0.00033,0.00652,-0.00742,-0.00775,0.00207000000000002,0.00949,0.00246999999999997,0.000399999999999956,-0.00222000000000011,-0.00469000000000008,0.00221999999999989,0.00444,-1
01.03.2017 05:00:00.000 GMT+0700,1.05762,1.05894,1.05142,1.05471,286450.5518,-0.00290999999999997,-0.00187000000000004,,-0.00290999999999997,-0.0131699999999999,-0.00107999999999997,0.00183,0.00242999999999993,0.0035099999999999,-0.00401999999999991,-0.00644999999999985,-0.00672000000000006,-0.00270000000000015,0.00151,0.00823,-0.00435,-0.00586,-0.00148,0.00287,-0.00306,-0.00158,-0.00201,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00619,-0.01354,0.00033,0.00652,-0.00742,-0.00775,0.00207,0.00949,0.00246999999999997,0.000399999999999956,-0.00222000000000011,-0.00469000000000008,0.00221999999999989,0.00444,-0.00103999999999993,-0.00325999999999982,-1
02.03.2017 05:00:00.000 GMT+0700,1.05471,1.05511,1.04948,1.05064,243100.3623,-0.00407000000000002,-0.00116000000000005,,-0.00107999999999997,0.00183,0.00242999999999993,0.0035099999999999,-0.00401999999999991,-0.00644999999999985,-0.00672000000000006,-0.00270000000000015,0.00151000000000012,0.00823000000000018,-0.00435,-0.00586,-0.00148,0.00287,-0.00306,-0.00158,-0.00201,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00619,-0.01354,0.00033,0.00652,-0.00742,-0.00775,0.00207,0.00949,0.00247,0.00040,-0.00222000000000011,-0.00469000000000008,0.00221999999999989,0.00444,-0.00103999999999993,-0.00325999999999982,-0.00290999999999997,-0.00187000000000004,-1
03.03.2017 05:00:00.000 GMT+0700,1.05055,1.06239,1.05022,1.06203,248287.93,0.0114799999999999,0.01555,,0.00242999999999993,0.0035099999999999,-0.00401999999999991,-0.00644999999999985,-0.00672000000000006,-0.00270000000000015,0.00151000000000012,0.00823000000000018,-0.00435000000000008,-0.0058600000000002,-0.00148,0.00287,-0.00306,-0.00158,-0.00201,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00619,-0.01354,0.00033,0.00652,-0.00742,-0.00775,0.00207,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00221999999999989,0.00444,-0.00103999999999993,-0.00325999999999982,-0.00290999999999997,-0.00187000000000004,-0.00407000000000002,-0.00116000000000005,1
06.03.2017 05:00:00.000 GMT+0700,1.06097,1.06399,1.05747,1.05807,201595.9798,-0.0028999999999999,-0.0143799999999998,,-0.00401999999999991,-0.00644999999999985,-0.00672000000000006,-0.00270000000000015,0.00151000000000012,0.00823000000000018,-0.00435000000000008,-0.0058600000000002,-0.00147999999999993,0.00287000000000015,-0.00306,-0.00158,-0.00201,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00619,-0.01354,0.00033,0.00652,-0.00742,-0.00775,0.00207,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00222,0.00444,-0.00103999999999993,-0.00325999999999982,-0.00290999999999997,-0.00187000000000004,-0.00407000000000002,-0.00116000000000005,0.0114799999999999,0.01555,-1
07.03.2017 05:00:00.000 GMT+0700,1.05805,1.06025,1.05581,1.05663,192012.3089,-0.00141999999999998,0.00147999999999993,,-0.00672000000000006,-0.00270000000000015,0.00151000000000012,0.00823000000000018,-0.00435000000000008,-0.0058600000000002,-0.00147999999999993,0.00287000000000015,-0.00306000000000006,-0.00158000000000014,-0.00201,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00619,-0.01354,0.00033,0.00652,-0.00742,-0.00775,0.00207,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00222,0.00444,-0.00104,-0.00326,-0.00290999999999997,-0.00187000000000004,-0.00407000000000002,-0.00116000000000005,0.0114799999999999,0.01555,-0.0028999999999999,-0.0143799999999998,-1
08.03.2017 05:00:00.000 GMT+0700,1.05655,1.05741,1.05347,1.05402,204400.5686,-0.00253000000000014,-0.00111000000000017,,0.00151000000000012,0.00823000000000018,-0.00435000000000008,-0.0058600000000002,-0.00147999999999993,0.00287000000000015,-0.00306000000000006,-0.00158000000000014,-0.00201000000000007,0.00105,0.00225,0.00426,0.00735,0.00510,-0.00619,-0.01354,0.00033,0.00652,-0.00742,-0.00775,0.00207,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00222,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407000000000002,-0.00116000000000005,0.0114799999999999,0.01555,-0.0028999999999999,-0.0143799999999998,-0.00141999999999998,0.00147999999999993,-1
09.03.2017 05:00:00.000 GMT+0700,1.05398,1.06151,1.05249,1.05766,231916.9103,0.00368000000000013,0.00621000000000027,,-0.00435000000000008,-0.0058600000000002,-0.00147999999999993,0.00287000000000015,-0.00306000000000006,-0.00158000000000014,-0.00201000000000007,0.00105,0.00225000000000009,0.00426000000000015,0.00735,0.00510,-0.00619,-0.01354,0.00033,0.00652,-0.00742,-0.00775,0.00207,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00222,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407,-0.00116,0.0114799999999999,0.01555,-0.0028999999999999,-0.0143799999999998,-0.00141999999999998,0.00147999999999993,-0.00253000000000014,-0.00111000000000017,1
10.03.2017 05:00:00.000 GMT+0700,1.05766,1.0699,1.05721,1.06728,216220.3113,0.00961999999999996,0.00593999999999983,,-0.00147999999999993,0.00287000000000015,-0.00306000000000006,-0.00158000000000014,-0.00201000000000007,0.00105,0.00225000000000009,0.00426000000000015,0.00734999999999997,0.00509999999999988,-0.00619,-0.01354,0.00033,0.00652,-0.00742,-0.00775,0.00207,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00222,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407,-0.00116,0.01148,0.01555,-0.0028999999999999,-0.0143799999999998,-0.00141999999999998,0.00147999999999993,-0.00253000000000014,-0.00111000000000017,0.00368000000000013,0.00621000000000027,1
13.03.2017 04:00:00.000 GMT+0700,1.06747,1.07142,1.0652,1.06536,207691.9402,-0.00210999999999983,-0.0117299999999998,,-0.00306000000000006,-0.00158000000000014,-0.00201000000000007,0.00105,0.00225000000000009,0.00426000000000015,0.00734999999999997,0.00509999999999988,-0.00618999999999992,-0.0135399999999999,0.00033,0.00652,-0.00742,-0.00775,0.00207,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00222,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407,-0.00116,0.01148,0.01555,-0.00290,-0.01438,-0.00141999999999998,0.00147999999999993,-0.00253000000000014,-0.00111000000000017,0.00368000000000013,0.00621000000000027,0.00961999999999996,0.00593999999999983,-1
14.03.2017 04:00:00.000 GMT+0700,1.06531,1.06624,1.06003,1.06035,181541.1387,-0.00496000000000008,-0.00285000000000024,,-0.00201000000000007,0.00105,0.00225000000000009,0.00426000000000015,0.00734999999999997,0.00509999999999988,-0.00618999999999992,-0.0135399999999999,0.000329999999999941,0.00651999999999986,-0.00742,-0.00775,0.00207,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00222,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407,-0.00116,0.01148,0.01555,-0.00290,-0.01438,-0.00142,0.00148,-0.00253000000000014,-0.00111000000000017,0.00368000000000013,0.00621000000000027,0.00961999999999996,0.00593999999999983,-0.00210999999999983,-0.0117299999999998,-1
15.03.2017 04:00:00.000 GMT+0700,1.06038,1.07399,1.06032,1.07339,206466.3189,0.01301,0.01797,,0.00225000000000009,0.00426000000000015,0.00734999999999997,0.00509999999999988,-0.00618999999999992,-0.0135399999999999,0.000329999999999941,0.00651999999999986,-0.00741999999999998,-0.00774999999999992,0.00207,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00222,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407,-0.00116,0.01148,0.01555,-0.00290,-0.01438,-0.00142,0.00148,-0.00253,-0.00111,0.00368000000000013,0.00621000000000027,0.00961999999999996,0.00593999999999983,-0.00210999999999983,-0.0117299999999998,-0.00496000000000008,-0.00285000000000024,1
16.03.2017 04:00:00.000 GMT+0700,1.0733,1.07702,1.07057,1.07652,238707.0599,0.00322,-0.00978999999999997,,0.00734999999999997,0.00509999999999988,-0.00618999999999992,-0.0135399999999999,0.000329999999999941,0.00651999999999986,-0.00741999999999998,-0.00774999999999992,0.00207000000000002,0.00949,0.00247,0.00040,-0.00222,-0.00469,0.00222,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407,-0.00116,0.01148,0.01555,-0.00290,-0.01438,-0.00142,0.00148,-0.00253,-0.00111,0.00368,0.00621,0.00961999999999996,0.00593999999999983,-0.00210999999999983,-0.0117299999999998,-0.00496000000000008,-0.00285000000000024,0.01301,0.01797,1
17.03.2017 04:00:00.000 GMT+0700,1.07652,1.07823,1.07274,1.07382,196454.0994,-0.00269999999999992,-0.00591999999999993,,-0.00618999999999992,-0.0135399999999999,0.000329999999999941,0.00651999999999986,-0.00741999999999998,-0.00774999999999992,0.00207000000000002,0.00949,0.00246999999999997,0.000399999999999956,-0.00222,-0.00469,0.00222,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407,-0.00116,0.01148,0.01555,-0.00290,-0.01438,-0.00142,0.00148,-0.00253,-0.00111,0.00368,0.00621,0.00962,0.00594,-0.00210999999999983,-0.0117299999999998,-0.00496000000000008,-0.00285000000000024,0.01301,0.01797,0.00322,-0.00978999999999997,-1
20.03.2017 04:00:00.000 GMT+0700,1.07318,1.07772,1.07251,1.07393,167761.7289,0.000750000000000028,0.00344999999999995,,0.000329999999999941,0.00651999999999986,-0.00741999999999998,-0.00774999999999992,0.00207000000000002,0.00949,0.00246999999999997,0.000399999999999956,-0.00222000000000011,-0.00469000000000008,0.00222,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407,-0.00116,0.01148,0.01555,-0.00290,-0.01438,-0.00142,0.00148,-0.00253,-0.00111,0.00368,0.00621,0.00962,0.00594,-0.00211,-0.01173,-0.00496000000000008,-0.00285000000000024,0.01301,0.01797,0.00322,-0.00978999999999997,-0.00269999999999992,-0.00591999999999993,1
21.03.2017 04:00:00.000 GMT+0700,1.0739,1.08191,1.0719,1.08097,223744.3425,0.00706999999999991,0.00631999999999988,,-0.00741999999999998,-0.00774999999999992,0.00207000000000002,0.00949,0.00246999999999997,0.000399999999999956,-0.00222000000000011,-0.00469000000000008,0.00221999999999989,0.00444,-0.00104,-0.00326,-0.00291,-0.00187,-0.00407,-0.00116,0.01148,0.01555,-0.00290,-0.01438,-0.00142,0.00148,-0.00253,-0.00111,0.00368,0.00621,0.00962,0.00594,-0.00211,-0.01173,-0.00496,-0.00285,0.01301,0.01797,0.00322,-0.00978999999999997,-0.00269999999999992,-0.00591999999999993,0.000750000000000028,0.00344999999999995,1
22.03.2017 04:00:00.000 GMT+0700,1.08092,1.08245,1.07758,1.07963,222410.7292,-0.00129000000000001,-0.00835999999999992,,0.00207000000000002,0.00949,0.00246999999999997,0.000399999999999956,-0.00222000000000011,-0.00469000000000008,0.00221999999999989,0.00444,-0.00103999999999993,-0.00325999999999982,-0.00291,-0.00187,-0.00407,-0.00116,0.01148,0.01555,-0.00290,-0.01438,-0.00142,0.00148,-0.00253,-0.00111,0.00368,0.00621,0.00962,0.00594,-0.00211,-0.01173,-0.00496,-0.00285,0.01301,0.01797,0.00322,-0.00978999999999997,-0.00269999999999992,-0.00591999999999993,0.000750000000000028,0.00344999999999995,0.00706999999999991,0.00631999999999988,-1
23.03.2017 04:00:00.000 GMT+0700,1.07962,1.08048,1.0768,1.0783,206456.0505,-0.00131999999999999,-2.99999999999745E-05,,0.00246999999999997,0.000399999999999956,-0.00222000000000011,-0.00469000000000008,0.00221999999999989,0.00444,-0.00103999999999993,-0.00325999999999982,-0.00290999999999997,-0.00187000000000004,-0.00407,-0.00116,0.01148,0.01555,-0.00290,-0.01438,-0.00142,0.00148,-0.00253,-0.00111,0.00368,0.00621,0.00962,0.00594,-0.00211,-0.01173,-0.00496,-0.00285,0.01301,0.01797,0.00322,-0.00979,-0.00269999999999992,-0.00591999999999993,0.000750000000000028,0.00344999999999995,0.00706999999999991,0.00631999999999988,-0.00129000000000001,-0.00835999999999992,-1
24.03.2017 04:00:00.000 GMT+0700,1.0783,1.08179,1.07602,1.07969,197221.951,0.00139,0.00270999999999999,,-0.00222000000000011,-0.00469000000000008,0.00221999999999989,0.00444,-0.00103999999999993,-0.00325999999999982,-0.00290999999999997,-0.00187000000000004,-0.00407000000000002,-0.00116000000000005,0.01148,0.01555,-0.00290,-0.01438,-0.00142,0.00148,-0.00253,-0.00111,0.00368,0.00621,0.00962,0.00594,-0.00211,-0.01173,-0.00496,-0.00285,0.01301,0.01797,0.00322,-0.00979,-0.00270,-0.00592,0.000750000000000028,0.00344999999999995,0.00706999999999991,0.00631999999999988,-0.00129000000000001,-0.00835999999999992,-0.00131999999999999,-2.99999999999745E-05,1
